genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
"['Drama', 'Romance']","['new love', 'sibling relationship', 'based on novel or book', 'wind', 'nurse', 'loss of loved one', 'flirt', 'world war ii', 'innocence', 'lie', 'letter', 'twist', 'redemption', 'mistake', 'author', 'summer', 'dunkirk', 'london blitz', 'sepsis']",en,Atonement,어톤먼트,15,37.449,"['United Kingdom', 'France', 'United States of America']",2007-02-27,"['English', 'Français']",7.651,4054
"['Animation', 'Comedy', 'Adventure', 'Family']","['princess', 'rescue', 'magic', 'artist', 'rescue mission', 'knight', 'sorcerer', 'king']",uk,Викрадена принцеса: Руслан і Людмила,더 프린세스 : 도둑맞은 공주,,23.442,['Ukraine'],2018-03-07,['English'],6.861,165
"['Fantasy', 'Action', 'Adventure']",[],zh,战神纪,정복의 신 징기즈칸,15,55.021,[],2018-04-28,['普通话'],4.7,24
"['Comedy', 'Crime']","['usa president', 'washington dc, usa', 'the white house', 'police', 'parody', 'slapstick comedy', 'spoof', 'los angeles, california', 'good versus evil', 'based on tv series']",en,The Naked Gun 2½: The Smell of Fear,총알탄 사나이 2: 공포의 낌새,15,33.138,['United States of America'],1991-06-28,['English'],6.79,2129
"['Thriller', 'Action']","['invasion', 'brooklyn, new york city']",en,Bushwick,부시윅,,25.2,['United States of America'],2017-08-25,['English'],5.09,448
"['Horror', 'Thriller']","['ex-cop', 'rural town']",en,Sunrise,,,26.777,"['United Kingdom', 'United States of America']",2024-01-19,['English'],6.848,23
"['Drama', 'Thriller']","['alcohol', 'obsession', 'babysitter', 'parents']",en,The Babysitter,베이비시터,,32.553,['United States of America'],1995-10-17,['English'],5.222,151
"['Romance', 'Family', 'Drama']",['softcore'],ko,내 아내의 언니,,19+,21.145,['South Korea'],2016-12-20,['한국어/조선말'],5.1,15
"['Animation', 'Adventure', 'Fantasy', 'Science Fiction', 'Comedy', 'Family']","['pirate', 'anime', 'treasure island']",ja,映画ドラえもん のび太の宝島,도라에몽: 진구의 보물섬,All,31.4,['Japan'],2018-03-03,['日本語'],7.2,88
"['Animation', 'Family']",['sharks'],en,Seal Team,씰벤져스: 용감한 바다특공대,All,27.573,['South Africa'],2021-10-28,"['English', 'Español']",6.932,221
"['Action', 'Drama']","['gulf war', 'helicopter', 'middle east', 'libya', 'u.s. navy', 'sexism', 'naval officer', 'sexual harassment', 'feminist', 'u.s. navy seal', 'drill instructor', 'military', 'against the odds', 'u.s. senator', 'us military', 'military training', 'reconnaissance', 'sexual discrimination', 'proving oneself', 'political', 'women in the military', ""woman in a man's world"", 'military tradition', 'one of the guys', 'physical training', 'military exercises', 'seal team']",en,G.I. Jane,지. 아이. 제인,15,29.255,"['United Kingdom', 'United States of America']",1997-08-19,['English'],6.442,1601
"['Action', 'Thriller', 'Drama', 'Adventure']","['undercover agent', 'hitman', 'blackmail', 'fbi', 'conspiracy', 'fixer']",en,Blacklight,블랙라이트,15,49.224,"['Australia', 'China', 'United States of America']",2022-02-10,"['Português', 'English']",6.192,1051
"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']","['sibling relationship', 'germany', 'literature', 'brothers grimm', 'con artist', 'historical fiction', 'aftercreditsstinger', '19th century', 'fake exorcism']",en,The Brothers Grimm,그림 형제,15,40.845,"['United Kingdom', 'United States of America']",2005-08-26,"['English', 'Français', 'Deutsch', 'Italiano']",5.835,2650
"['Drama', 'TV Movie']","['adultery', 'world war ii', 'remake', 'death', 'lgbt', 'personal assistant', 'william shakespeare']",en,The Dresser,더 드레서,,28.326,['United Kingdom'],2015-10-31,['English'],6.279,77
"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy']","['fairy', 'anime']",ja,劇場版 FAIRY TAIL 鳳凰の巫女,페어리 테일 : 봉황의 무녀,,36.014,['Japan'],2012-08-18,['日本語'],7.249,205
"['Adventure', 'Animation', 'Family', 'Fantasy']","['witch', 'based on novel or book', 'magic', 'cat', 'school of witchcraft', ""based on children's book"", 'anime']",ja,メアリと魔女の花,메리와 마녀의 꽃,All,28.376,['Japan'],2017-07-08,['日本語'],7.112,741
"['Drama', 'History']","['based on novel or book', 'horse race', 'american dream', 'horse', 'racehorse', 'great depression', 'based on true story', 'jockey', 'horse trainer', 'seabiscuit', '1930s']",en,Seabiscuit,씨비스킷,,28.343,['United States of America'],2003-07-22,['English'],7.038,795
"['Drama', 'Action']","['sports', 'kiss', 'fistfight', 'cage', 'cage fighting', 'kickboxer', 'martial arts tournament', 'beefcake', 'martial arts training']",en,Never Back Down 2: The Beatdown,겟 썸 2,,37.206,['United States of America'],2011-09-13,['English'],6.4,619
"['Western', 'History']",['geronimo'],en,Geronimo,,,25.5,['United States of America'],1962-04-27,['English'],5.387,31
"['Comedy', 'Science Fiction', 'Romance']","['new york city', 'flying', 'ex-boyfriend', 'ex-girlfriend', 'superhero', 'super power', 'understated', 'witty', 'sympathetic']",en,My Super Ex-Girlfriend,겁나는 여친의 완벽한 비밀,15,23.497,['United States of America'],2006-07-20,['English'],5.1,1384
"['Adventure', 'Drama', 'Romance', 'War', 'Western']","['sibling relationship', 'based on novel or book', 'world war i', 'journey around the world', 'montana', 'affectation', '1900s', 'melodramatic']",en,Legends of the Fall,가을의 전설,15,31.056,['United States of America'],1994-12-16,"['', 'English']",7.391,2493
"['Crime', 'Thriller', 'Drama']","['new york city', 'assassin', 'anonymity', 'showdown', 'chase', 'politics', 'northern ireland', 'revenge', 'terrorism', 'ira (irish republican army)', 'tragic event']",en,The Devil's Own,데블스 오운,15,23.292,['United States of America'],1997-03-13,['English'],6.178,1169
"['Comedy', 'Romance']",[],en,Cuban Fury,쿠바 퓨리,15,27.751,['United Kingdom'],2014-02-14,"['Español', 'English', 'فارسی']",6.1,308
"['Drama', 'Romance', 'Comedy']","['love triangle', 'seduction', 'college', 'older woman seduces younger guy', 'romance', 'coming of age', 'los angeles, california', 'wedding', 'older woman younger man relationship', 'graduate', 'rape accusation', ""mother seduces daughter's fiancee""]",en,The Graduate,졸업,18,42.579,['United States of America'],1967-12-21,['English'],7.653,3212
['Horror'],"['lake', 'new jersey', 'drowning', 'summer camp', 'sadism', 'villain', 'woods', 'revenge', 'murder', 'stalking', 'serial killer', 'cabin', 'camp', 'slasher', 'summer', 'series of murders', 'franchise', '1950s', 'teenager']",en,Friday the 13th,13일의 금요일,15,80.522,['United States of America'],1980-05-09,['English'],6.4,2798
"['Comedy', 'Drama']","['adultery', 'infidelity', 'husband wife relationship', 'italian', 'shower', 'ecstasy', 'blow job', 'massage', 'anal sex', 'unfaithfulness', 'inheritance', 'sexual attraction', 'cross dressing', 'lust', 'extramarital affair', 'sexual desire', 'trophy wife']",it,Così fan tutte,올 레이디 두 잇,,44.14,['Italy'],1992-02-21,['Italiano'],4.9,361
"['Drama', 'Thriller']","['drug dealer', 'friendship', 'upper class', 'father murder', 'connecticut', 'mansion', 'psychological thriller', 'murderer', 'suburb', 'rich kid', 'ruthlessness', 'dead horse', 'empathy', 'bad father']",en,Thoroughbreds,서러브레드,,24.809,['United States of America'],2018-03-09,['English'],6.43,1103
"['Action', 'Drama', 'Western']","['media', 'killing', 'missouri', 'admiration', 'hold-up robbery', 'jesse james', 'cowardliness', 'family', 'coward', 'revisionist western']",en,The Assassination of Jesse James by the Coward Robert Ford,비겁한 로버트 포드의 제시 제임스 암살,,28.737,"['Canada', 'United Kingdom', 'United States of America']",2007-09-20,['English'],7.044,2402
"['Horror', 'Thriller']","['sunrise', 'winter', 'marriage crisis', 'vampire', 'based on comic', 'alaska', 'creature', 'based on graphic novel', 'blizzard', 'blood lust', 'polar night', 'horror']",en,30 Days of Night,써티 데이즈 오브 나이트,,26.439,"['New Zealand', 'United States of America']",2007-10-17,['English'],6.411,2653
"['Drama', 'History', 'Romance']","['assassination', 'england', 'queen elizabeth i', 'religious war', 'tudor', 'armada', 'catholicism', 'sea battle', 'palace intrigue', '16th century', 'lgbt interest']",en,Elizabeth: The Golden Age,골든 에이지,12,23.353,"['France', 'United States of America', 'United Kingdom']",2007-09-09,"['svenska', 'English', 'Español']",6.72,1185
"['Drama', 'History']","['queen', 'duke', 'treason', 'queen elizabeth i', 'tudor', 'historical figure', 'catholic', 'protestant', 'palace intrigue', '16th century', 'british monarchy', 'lgbt interest']",en,Elizabeth,엘리자베스,18,29.361,"['United Kingdom', 'United States of America']",1998-09-13,"['Français', 'English']",7.18,1337
"['Adventure', 'Animation', 'Comedy', 'Family']","['baby', 'villain', 'stork', 'delivery service']",en,Storks,아기 배달부 스토크,,44.337,['United States of America'],2016-09-22,['English'],6.651,2270
['Comedy'],"['porn actor', 'sex comedy', 'big dick']",tl,I Am Not Big Bird,,,84.373,['Philippines'],2024-02-14,"['English', '', 'ภาษาไทย']",6.0,2
['Western'],"['mexican revolution', 'spaghetti western']",it,Quién sabe?,장군에게 총알을,,26.774,['Italy'],1967-01-13,['Italiano'],6.5,114
"['Drama', 'Thriller']","['prison', ""women's prison"", 'revenge', 'vengeance', 'waiting for revenge']",ko,친절한 금자씨,친절한 금자씨,18,28.863,['South Korea'],2005-07-29,"['English', '日本語', '한국어/조선말']",7.5,1599
"['Drama', 'Thriller', 'Crime']","['new york city', 'killing', 'chambers of a barrister', 'restaurant', 'fake suicide', 'lawsuit', 'business ethics', 'scandal', 'crooked lawyer', 'lawyer', 'law firm', 'legal thriller']",en,Michael Clayton,마이클 클레이튼,15,30.363,['United States of America'],2007-09-28,['English'],6.781,1661
"['Drama', 'Mystery']","['based on novel or book', 'nurse', 'village', 'breaking the fourth wall', 'ireland', 'fasting', '19th century', '1800s']",en,The Wonder,더 원더,15,29.823,"['Ireland', 'United Kingdom', 'United States of America']",2022-11-02,['English'],6.624,757
['Western'],"['captain', 'apache nation', 'colonel', 'slaughter', 'black and white', 'military', 'tortured to death', 'american civil war', '19th century']",en,Fort Apache,아파치 요새,,35.011,['United States of America'],1948-06-14,"['English', 'Español']",7.007,350
"['Drama', 'Romance']","['secret love', 'london, england', 'countryside', 'based on novel or book', 'widow', 'military officer', 'servant', 'country life', 'pneumonia', 'inheritance', 'period drama', 'rainstorm', 'decorum', 'horse carriage', 'young love', 'dowry', '19th century', 'penniless', 'social elite', 'bloodletting', 'free spirited', 'sussex', '1800s', 'sisters love', 'social classes', 'marry for money', 'secret engagement', 'devonshire, england']",en,Sense and Sensibility,센스 앤 센서빌리티,15,30.002,"['United Kingdom', 'United States of America']",1995-12-13,['English'],7.4,1616
"['Comedy', 'Drama', 'Romance']","['coming of age', 'dress', 'swimming', 'sexual awakening', 'novice', 'john f. kennedy assassination', 'polka dot', 'gynecological exam', 'jewish girl', 'shoe salesman', 'polka dot dress', 'roman catholic', 'bell ringing', 'bell tower', '1960s', 'love story']",en,Mermaids,귀여운 바람둥이,12,29.016,['United States of America'],1990-12-14,['English'],6.707,481
"['Science Fiction', 'Action', 'Adventure']","['superhero', 'ant', 'shrinking', 'based on comic', 'heist', 'miniaturization', 'miniature people', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']",en,Ant-Man,앤트맨,12,72.429,['United States of America'],2015-07-14,['English'],7.077,19323
"['Action', 'Crime', 'Drama', 'Thriller', 'Mystery']","['homeless person', 'robbery', 'bank', 'armored car', 'heist', 'truck']",en,Armored,아머드,,24.66,['United States of America'],2009-12-04,['English'],5.716,618
"['Drama', 'Comedy', 'History']","['1970s', 'comedian', 'biography', 'based on true story', 'blaxploitation cinema', 'filmmaking', 'movie industry']",en,Dolemite Is My Name,내 이름은 돌러마이트,18,35.931,['United States of America'],2019-10-04,['English'],6.997,1127
"['Adventure', 'Science Fiction', 'Action']","['superhero', 'time travel', 'space travel', 'time machine', 'based on comic', 'sequel', 'alien invasion', 'superhero team', 'marvel cinematic universe (mcu)', 'alternate timeline', 'father daughter relationship', 'sister sister relationship']",en,Avengers: Endgame,어벤져스: 엔드게임,12,211.67,['United States of America'],2019-04-24,"['English', '日本語', '']",8.253,24954
"['Action', 'Adventure', 'Science Fiction']","['superhero', 'based on comic', 'alien invasion', 'super power', 'female hero', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'woman director', ""hero's journey"", '1990s', 'alien technology']",en,Captain Marvel,캡틴 마블,12,302.8,['United States of America'],2019-03-06,['English'],6.821,15323
"['Action', 'Fantasy', 'Horror']","['mill', 'apprentice', 'middle ages (476-1453)', 'raven']",de,Krabat,크라바트,,24.327,['Germany'],2008-09-07,['Deutsch'],5.934,196
"['Drama', 'Romance']","['sea', 'friendship', 'beach', 'orphanage', 'hope', 'adoption', 'male friendship', 'rivalry', 'teenage crush', 'best friend']",en,December Boys,디셈버 보이즈,,25.057,"['Australia', 'United States of America']",2007-09-14,['English'],6.003,190
"['Comedy', 'Romance']",[],en,Wallbanger,,,32.568,[],2024-04-11,['English'],0.0,0
"['Fantasy', 'Action', 'Crime']","['superhero', 'based on comic', 'masked vigilante', 'finland']",fi,Rendel,렌델: 어둠의 기사,,23.636,['Finland'],2017-09-22,"['English', 'suomi']",5.517,230
"['Crime', 'Action', 'Comedy']","['countryside', 'police', 'village', 'arrest', 'parody', 'partner', 'murder', 'rural area', 'conspiracy', 'serial killer', 'gunfight', 'police force', 'buddy cop', 'accident']",en,Hot Fuzz,뜨거운 녀석들,18,51.01,"['France', 'United Kingdom']",2007-02-14,['English'],7.555,7307
['Western'],"['jealousy', 'marshal', 'blonde', 'dress', 'gunshot wound', 'stagecoach robbery', 'frontier town', 'lynch mob', 'hired gun', 'two guns belt']",en,Warlock,워락,,30.79,['United States of America'],1959-05-15,['English'],6.701,144
"['Crime', 'Drama', 'Thriller']","['hotel', 'prostitute', 'sheriff', 'airplane', 'based on novel or book', 'sadism', 'crime fighter', 'texas', 'deputy', 'cigar smoking', 'killer', 'mental hospital', '1950s']",en,The Killer Inside Me,킬러 인사이드 미,,22.607,"['Canada', 'Sweden', 'United Kingdom', 'United States of America']",2010-02-19,['English'],5.828,554
"['Romance', 'Comedy']",[],en,A Family Affair,가족이라서 문제입니다,,27.337,['United States of America'],2024-06-28,['English'],0.0,0
"['Romance', 'Comedy']","['infidelity', 'bowling', 'mistaken identity', 'blind date', 'romantic comedy', 'toilet', 'love', 'wedding anniversary', 'one night', 'bowling alley', 'divorced man', 'lies', 'train carriage', 'train station', 'bar']",en,Man Up,런던 시계탑 밑에서 사랑을 찾을 확률,,25.55,"['France', 'United Kingdom', 'United States of America']",2015-05-29,"['English', 'Italiano']",6.6,936
"['Romance', 'Comedy']","['new york city', 'based on novel or book', 'ex-boyfriend', 'ex-girlfriend', 'cinematographer', 'romantic comedy', 'falling in love', 'model', 'fashion', 'older woman younger man relationship', 'fashion magazine', 'fashion design', 'chance meeting', 'woman director', 'secret relationship', 'black love', 'son of the boss', 'fired from a job', 'best friends', 'instant attraction', 'public breakup', 'creative director', 'vintage fashion', 'vintage movies', 'career vs love']",en,The Perfect Find,퍼펙트 파인드,18,27.3,['United States of America'],2023-06-23,['English'],6.054,102
