genres,keywords,original_language,original_title,korean_title,kr_rating,popularity,production_countries,release_date,spoken_languages,vote_average,vote_count
"['Thriller', 'Horror']","['tree', 'river', 'camping', 'tent', 'rain', 'supernatural', 'infection', 'forest', 'maryland', 'woods', 'flashlight', 'handheld camera', 'campfire', 'subjective camera', 'found footage', 'folk horror', 'lost in the woods']",en,Blair Witch,블레어 위치,,40.037,"['Canada', 'United States of America']",2016-09-15,['English'],5.223,1847
"['Action', 'Thriller']","['nightclub', 'car crash', 'death of brother']",pl,Bartkowiak,바르트코비아크,,26.149,['Poland'],2021-07-28,"['Polski', 'Deutsch']",6.057,150
['Comedy'],['woman director'],en,American Virgin,아메리칸 버진,,27.369,['United States of America'],2009-10-03,"['English', 'Polski', 'Magyar']",4.961,154
"['Animation', 'Science Fiction', 'Family', 'Comedy']","['family', 'best friend forever']",en,Ron's Gone Wrong,고장난 론,ALL,42.072,"['United Kingdom', 'United States of America']",2021-10-14,['English'],7.919,1783
['Drama'],"['poem', 'cold war', 'female friendship', 'troubled teen', 'protest march', 'political protest', 'woman director', '1960s', 'gay relationship', 'teenager']",en,Ginger & Rosa,진저 앤 로사,15,26.681,"['Canada', 'Denmark', 'Germany', 'United Kingdom']",2012-10-18,['English'],6.057,211
['Drama'],"['rape', 'based on novel or book', 'faith', 'illiteracy', 'bolivia', 'mennonites', 'religion', 'gang rape', 'teenage rape', 'meeting', 'duringcreditsstinger', 'woman director', 'sexual assault', 'abusive husband', '2000s', 'pregnancy from rape']",en,Women Talking,위민 토킹,15,23.048,['United States of America'],2022-12-23,['English'],6.9,536
"['Animation', 'Action', 'Science Fiction']","['distant future', 'kaiju', 'aftercreditsstinger', 'anime', 'godzilla']",ja,GODZILLA 怪獣惑星,고질라: 괴수행성,,42.294,['Japan'],2017-11-17,['日本語'],6.307,468
"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['tyrannosaurus rex', 'volcano', 'rescue mission', 'sequel', 'wild animal', 'prehistoric creature', 'dinosaur', 'genetic engineering', 'aftercreditsstinger', 'monster island']",en,Jurassic World: Fallen Kingdom,쥬라기 월드: 폴른 킹덤,12,76.163,['United States of America'],2018-06-06,"['English', 'Pусский']",6.546,11491
"['Drama', 'History']","['working class', 'black and white', 'belfast, north ireland', '1960s', 'the troubles (north ireland, 1966-98)']",en,Belfast,벨파스트,12,21.921,['United Kingdom'],2021-11-12,"['English', 'Português']",7.093,1423
"['Thriller', 'Horror']","['home', 'invasion', 'sin', 'sequel', 'gunfight', 'blind', 'home invasion', 'criminal', 'handgun', 'blind man', 'hammer']",en,Don't Breathe 2,맨 인 더 다크 2,18,42.754,['United States of America'],2021-08-12,['English'],7.1,2432
"['Action', 'Fantasy', 'Thriller']","['escape', 'asylum', 'brothel', 'dragon', 'robot', 'inmate', 'alternative', 'lobotomy', 'rape culture']",en,Sucker Punch,써커 펀치,15,45.294,"['Canada', 'United States of America']",2011-03-24,"['English', 'Deutsch']",6.191,4573
"['Action', 'Comedy', 'Thriller']","['loss of loved one', 'illegal immigration', 'border patrol', 'immigration law', 'machete', 'politician', 'patrol', 'sniper rifle', 'hard to kill', 'brutal death']",en,Machete,마셰티,18,34.478,['United States of America'],2010-09-01,"['English', 'Español']",6.338,3190
"['History', 'Thriller', 'War']","['assassination', 'nazi', 'germany', 'world war ii', 'prague, czech republic', 'biography', 'female protagonist', 'third reich (iii reich 1933-45)', 'operation anthropoid', 'czech history', 'assassination of reinhard heydrich (1942)', 'lidice massacre']",en,Anthropoid,앤트로포이드,,40.025,"['Czech Republic', 'France', 'United States of America', 'United Kingdom']",2016-08-12,"['Český', 'Deutsch', 'English']",7.126,965
"['Family', 'Animation', 'Adventure', 'Fantasy', 'Comedy', 'Science Fiction']",[],ja,映画ドラえもん 新・のび太の大魔境 ～ペコと5人の探検隊～,도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,전체관람가,28.883,['Japan'],2014-03-08,['日本語'],6.216,109
"['Thriller', 'Mystery']","['chicago, illinois', 'assassin', 'playing piano']",en,Grand Piano,그랜드 피아노,,20.591,"['Spain', 'United States of America']",2013-10-11,['English'],5.97,489
"['Romance', 'Drama']","['based on novel or book', 'love', 'teenage crush']",en,After We Collided,애프터: 그 후,,85.517,['United States of America'],2020-09-02,['English'],7.187,5206
"['Adventure', 'Comedy', 'Science Fiction', 'Action']","['spy', 'spoof', 'derek flint', 'super spy']",en,Our Man Flint,전격 후린트 고고작전,,31.588,['United States of America'],1966-01-16,"['English', 'Italiano']",6.382,106
"['Comedy', 'Romance']","['new york city', 'female friendship', 'romantic comedy', 'woman director']",en,Someone Great,썸원 그레이트,18,35.986,['United States of America'],2019-04-19,"['Español', 'English']",6.373,1135
"['Comedy', 'Romance']","['paparazzi', 'remake', 'cultural difference', 'billionaire', 'los angeles, california', 'family', 'valet', 'fake boyfriend', 'marital separation', 'social media', 'wealth differences', 'adulterous affair', 'famous actress', 'chance encounter']",en,The Valet,발렛,,49.122,['United States of America'],2022-05-11,"['English', 'Español']",7.553,521
['Thriller'],[],en,Offender,어펜더: 범죄와의 전쟁,,32.927,['United Kingdom'],2012-08-08,['English'],6.764,104
"['Crime', 'Drama', 'Thriller']","['canada', 'detective', 'pregnancy', 'bank robber', 'based on true story', 'strip club', 'disguise', 'jewel heist', 'vancouver', 'escaped prisoner', 'ottawa, canada', 'prison escapee', 'childbirth', 'pembroke, canada', 'london, canada']",en,Bandit,밴디트,15,38.834,"['Canada', 'United States of America']",2022-09-23,"['English', 'Español']",6.195,307
"['Adventure', 'Action', 'Drama']","['roman empire', 'ancient rome', 'ancient world', 'britain', 'behind enemy lines', 'sole survivor', '2nd century', 'hadrian’s wall', 'pathetic']",en,Centurion,센츄리온,,31.734,"['France', 'United Kingdom']",2010-02-15,"['English', '']",6.209,1354
['Horror'],"['supernatural', 'swimming pool', 'evil spirit', 'teenage girl', 'real estate agent', '1990s', 'pool party', 'pool', '2000s', 'supernatural horror', 'based on short film', 'night swimming', 'horror']",en,Night Swim,나이트 스윔,12,70.863,['United States of America'],2024-01-03,['English'],5.673,430
"['Romance', 'Comedy']","['snowstorm', 'inheritance', 'christmas card', 'true love', 'christmas']",en,Christmas Inheritance,크리스마스 인 스노우,,28.547,['United States of America'],2017-12-15,['English'],6.292,807
"['Animation', 'Family']",[],en,Barbie and Stacie to the Rescue,,,54.628,['Canada'],2024-03-03,['English'],6.6,4
"['Science Fiction', 'Thriller']","['truth', 'orphanage', 'dystopia', 'imprisonment', ""girls' boarding school"", 'betrayal', 'woman director', 'dark secret', 'mysterious', ""girls' school""]",en,Level 16,레벨 16,,35.177,['Canada'],2018-02-20,['English'],6.765,627
"['Crime', 'Fantasy', 'Horror']","['notebook', 'based on manga', 'death', 'based on anime', 'live action remake']",en,Death Note,데스노트,,42.666,['United States of America'],2017-08-25,"['日本語', 'Español', 'English', '普通话']",4.251,3857
['Drama'],"['based on novel or book', 'period drama', 'social status', 'extramarital affair', 'woman director', '19th century']",en,Madame Bovary,마담 보바리,18,25.581,"['Belgium', 'Germany', 'United States of America']",2015-06-04,"['Latin', 'English', 'Français']",5.708,391
"['Comedy', 'Science Fiction', 'Drama']","['artificial intelligence (a.i.)', 'the white house', 'asteroid', 'climate change', 'satire', 'global warming', 'comet', 'end of the world', 'social commentary', 'social satire', 'meteorite', 'astronomer', 'disaster', 'teacher student relationship', 'denial', 'mass hysteria', 'aftercreditsstinger', 'duringcreditsstinger']",en,Don't Look Up,돈 룩 업,15,84.505,['United States of America'],2021-12-07,['English'],7.102,7888
"['Science Fiction', 'Comedy', 'Drama']","['alien', 'memory loss', 'makeshift family']",en,Jules,줄스,,34.642,['United States of America'],2023-08-10,['English'],7.317,199
['Action'],"['airplane', 'pilot', 'philippines', 'held hostage', 'plane crash', 'intense']",en,Plane,플레인,15,81.053,"['United States of America', 'Puerto Rico', 'United Kingdom']",2023-01-12,"['Türkçe', 'English']",6.966,2074
"['Science Fiction', 'Comedy']","['alien', 'alien invasion', 'corporate greed', 'corporate take over']",en,Office Invasion,오피스 인베이전,,22.059,['South Africa'],2022-08-10,['English'],5.547,106
['Drama'],"['sports', 'basketball', 'sport competition']",en,Amateur,아마추어,,38.765,['United States of America'],2018-04-06,['English'],6.405,290
['Drama'],"['palace', 'eunuch', 'concubine', 'period drama', 'political intrigue\xa0', '15th century', 'joseon dynasty']",ko,후궁: 제왕의 첩,후궁: 제왕의 첩,18,39.759,"['South Korea', 'Hong Kong']",2012-06-06,['한국어/조선말'],6.0,84
"['Horror', 'Thriller']","['sheriff', 'river', 'penitentiary', 'forest', 'west virginia', 'woods', 'slasher', 'hillbilly', 'cannibal', 'survival horror', 'voyeur', 'molotov cocktail', 'criminal trio', 'criminals']",en,Wrong Turn 3: Left for Dead,데드 캠프 3,,70.329,"['Germany', 'United States of America']",2009-10-20,['English'],5.636,1103
"['Horror', 'Mystery']","['haunting', 'psychic', 'entity', 'demonic possession', 'found footage']",en,Paranormal Activity,파라노말 액티비티,12,35.118,['United States of America'],2007-09-14,['English'],5.997,4862
"['Drama', 'Romance']","['infidelity', 'new york city', 'ex-girlfriend', 'loyalty', 'marriage', 'business', 'writer', 'trust', 'attraction', 'boyfriend', 'temptation', 'woman director']",en,Last Night,라스트 나잇,,25.907,"['France', 'United States of America']",2010-11-05,['English'],6.133,732
"['Romance', 'Drama']","['adultery', 'cheating', 'camping', 'softcore', 'class reunion', 'erotic movie', 'drinking game']",ko,동창회의 목적,동창회의 목적,18,77.867,['South Korea'],2015-08-06,['한국어/조선말'],5.167,18
"['Romance', 'Drama']",['softcore'],ko,일본 엄마,,19+,76.7,['South Korea'],2017-02-09,['한국어/조선말'],7.5,4
"['Horror', 'Mystery']","['suicide', 'island', 'schizophrenia', 'key', 'abandoned house', 'basement', 'memory loss', 'ireland', 'chained', 'crossbow', 'captivity', 'remote location']",en,Caveat,경고,15,25.348,['Ireland'],2021-10-20,['English'],5.978,90
"['Drama', 'History', 'Thriller']","['paris, france', 'based on novel or book']",fr,Captives,,,24.306,['France'],2024-01-24,['Français'],5.861,18
"['Comedy', 'Drama']","['based on novel or book', 'bank', 'fraud', 'wall street', 'biography', 'based on true story', 'finances', 'animated scene', 'historical fiction', 'loan', 'financial crisis', 'real estate', 'mortgage']",en,The Big Short,빅쇼트,18,34.456,['United States of America'],2015-12-11,['English'],7.354,8746
"['Science Fiction', 'Horror']","['experiment', 'nightmare', 'sleep', 'high school student', 'eye gouging', 'sleepwalking', 'sleep paralysis', 'shadowy figures', 'human experiment', 'shadow people', 'sleep study']",en,Come True,드림 스캐너,,26.183,['Canada'],2020-09-24,['English'],5.937,246
"['Comedy', 'Fantasy']","['mouse', 'hell', 'game show', 'music video', 'sword fight', 'train crash', 'spoof', 'cat and mouse', 'televison', 'live action and animation', 'satellite dish']",en,Stay Tuned,스테이 튠,,33.015,['United States of America'],1992-08-14,['English'],6.094,160
"['Romance', 'Adventure']","['escape', 'love', 'desert', 'temptation']",en,Paradise,파라다이스,,28.358,['Canada'],1982-03-12,['English'],6.1,110
['Comedy'],"['high school', 'experiment', 'nerd', 'parody', 'telekinesis', 'laboratory', 'sex comedy']",en,Zapped!,바니의 소동,,27.112,['United States of America'],1982-07-23,['English'],5.2,121
"['Thriller', 'Mystery', 'Drama']",[],en,American Star,,,30.107,"['Spain', 'United Kingdom', 'United States of America']",2024-01-26,['English'],5.6,27
['Drama'],"['virgin', 'high school', 'jealousy', 'michigan', 'alcohol', 'fight', 'shyness', 'obsession', 'blackmail', 'motel', 'love', 'friends', 'money', 'marijuana', 'drugs', 'criminal', 'denial', 'apology', 'rudeness']",en,Tape,테잎,,19.852,['United States of America'],2001-11-02,['English'],6.859,204
['Drama'],['softcore'],ko,올리고당 더 무비,올리고당 더 무비,19+,149.907,['South Korea'],2017-06-15,['한국어/조선말'],4.333,9
"['Horror', 'Thriller']","['farm', 'small town', 'shotgun', 'village', 'possession', 'gore', 'goat', 'demon', 'police officer', 'dog', 'ex-wife', 'evil', 'brother brother relationship', 'body horror']",es,Cuando acecha la maldad,악이 도사리고 있을 때,18,74.865,"['Argentina', 'United States of America']",2023-10-05,['Español'],7.43,712
['Horror'],"['witch', 'addiction', 'drug use', 'psychological thriller', 'lgbt']",en,The Ones You Didn’t Burn,,,45.708,['United States of America'],2022-06-23,['English'],7.0,7
"['Thriller', 'Action']","['martial arts', 'assassin', 'police', 'hitman', 'fight', 'mercenary', 'organized crime', 'تهدید سه گانه']",en,Triple Threat,트리플 스렛,,34.603,"['United States of America', 'China', 'Thailand']",2019-03-19,"['Bahasa indonesia', 'ภาษาไทย', '普通话', 'English']",6.401,543
"['Comedy', 'Music', 'War']","['jealousy', 'ex-boyfriend', 'redemption', 'afghanistan', 'record producer', 'last chance', 'singer']",en,Rock the Kasbah,카스바,,21.61,"['Morocco', 'United States of America']",2015-10-22,['English'],5.381,323
"['Animation', 'Fantasy']","['magic', 'sequel', 'anime']",ja,劇場版 七つの大罪 光に呪われし者たち,일곱 개의 대죄: 빛에 저주받은 자들,,32.324,['Japan'],2021-07-02,['日本語'],7.741,459
"['Adventure', 'Drama', 'Action', 'War']","['arena', 'sultan', 'prophet', 'byzantium', 'conquest', 'ottoman empire', 'ottoman']",tr,Fetih 1453,정복자 1453,,14.399,['Turkey'],2012-02-16,"['', 'العربية', '', 'Türkçe']",6.08,174
"['Animation', 'Family']","['volcano', 'musical', 'romance', 'loneliness', 'native hawaiian', 'short film']",en,Lava,라바,,30.475,['United States of America'],2014-10-10,['English'],7.3,1034
"['Science Fiction', 'Adventure', 'Action', 'Thriller']","['mind control', 'amnesia', 'on the run', 'conspiracy', 'corporate world', 'special forces', 'sabotage', 'corporate conglomeration', 'corporate mogul', 'buried memories', 'corporatism', 'corporate state', 'corporate power', 'corporate control', 'former employee', 'head explosion', 'painful memories', 'woman director']",en,Hardwired,하드와이어드,,20.333,"['Canada', 'United States of America']",2009-11-03,['English'],5.0,82
"['Horror', 'Action', 'Thriller']","['martial arts', 'assassin', 'fight', 'competition', 'fistfight', 'survival', 'tournament', 'explosion', 'combat', 'prize', 'battle royale', 'death game']",en,The Tournament,토너먼트,,28.032,['United Kingdom'],2009-05-01,['English'],5.948,603
"['Horror', 'Action', 'Science Fiction']","['japan', 'self sacrifice', 'alien', 'tokyo, japan', 'based on manga', 'father son relationship']",ja,Gantz,간츠,,37.348,['Japan'],2010-11-29,['日本語'],6.578,289
"['Crime', 'Drama']","['bank robbery', 'criminal mastermind']",en,Heist 88,시카고 하이스트,,33.209,['United States of America'],2023-09-29,['English'],5.8,29
"['Animation', 'Drama', 'Adventure', 'Science Fiction', 'Romance', 'Action']","['mecha', 'anime']",ja,EUREKA／交響詩篇エウレカセブン ハイエボリューション,교향시편 유레카 세븐 하이에볼루션 3,,24.996,['Japan'],2021-11-26,['日本語'],6.3,13
"['Comedy', 'Drama', 'Romance']","['holiday', 'slapstick comedy', 'remake', 'rollerblades', 'cross dresser', 'woman director', 'suicide hotline', 'christmas']",en,Mixed Nuts,라이프세이버,,26.047,['United States of America'],1994-12-21,['English'],5.511,179
['Drama'],"['sexual abuse', 'rome, italy', 'group sex', 'cheat on husband', 'beautiful woman', 'female homosexuality', 'sleaze']",it,Dolce... calda Lisa,,,85.084,['Italy'],1980-03-28,['Italiano'],4.6,7
"['Drama', 'Science Fiction', 'Thriller']","['dream', 'monster', 'usa president', 'heart', 'telekinesis', 'psychic', 'snake man']",en,Dreamscape,드림스케이프,,28.028,['United States of America'],1984-08-15,['English'],6.09,261
"['Action', 'Animation', 'Adventure']","['based on manga', 'anime', 'based on anime']",ja,ドラゴンボール 超サイヤ人絶滅計画,드래곤볼 Z: 슈퍼 사이어인 절멸계획,15,30.955,['Japan'],2010-11-11,['日本語'],7.154,279
"['Family', 'Music', 'Fantasy', 'TV Movie', 'Adventure', 'Action', 'Romance']","['magic', 'fairy tale', 'villain', 'musical', 'teen movie']",en,Descendants 2,디센던츠 2,ALL,65.704,['United States of America'],2017-07-21,['English'],7.362,1580
['Horror'],"['nurse', 'therapist', 'loss of loved one', 'shotgun', 'insanity', 'pentagram', 'halloween', 'barn', 'rampage', 'purgatory', 'mental institution', 'hospital', 'slasher', 'murderer', 'white horse', 'duringcreditsstinger', 'holiday horror']",en,Halloween II,H2: 어느 살인마의 가족 이야기,,31.895,['United States of America'],2009-08-28,['English'],5.352,1340
[],[],cn,玉蒲團,옥보단-음행합궁비사,,26.66,['Hong Kong'],1986-12-12,['广州话 / 廣州話'],5.4,11
"['Drama', 'War']","['rape', 'rome, italy', 'parent child relationship', 'italy', 'widow', 'refugee', 'peasant', 'world war ii', 'wartime', 'single mother', 'shopkeeper', 'remote village', 'young scholar', 'bombed church', 'moroccans', 'return to birthplace']",it,La ciociara,두 여인,15,26.376,"['France', 'Italy']",1960-12-22,"['Deutsch', 'Italiano']",7.837,515
"['Western', 'Thriller', 'Action']",[],en,Dead for a Dollar,데드 포 어 달러,,74.042,"['Canada', 'United States of America']",2022-09-30,"['English', 'Português']",5.866,232
"['Horror', 'Science Fiction', 'Mystery', 'Thriller']","['farm', 'hermit', 'mutation', 'barn', 'meteorite', 'cabin', 'descent into madness', 'alien invasion', 'family', 'new england', 'based on short story', 'necronomicon', 'well', 'infected', 'cosmic horror', 'alpaca', 'secluded house']",en,Color Out of Space,컬러 아웃 오브 스페이스,,23.855,"['Malaysia', 'Portugal', 'United States of America']",2019-09-07,['English'],6.018,1383
"['Drama', 'Comedy']","['italian', 'summer', 'seaside', 'road movie']",it,Il sorpasso,이지 라이프,,24.336,['Italy'],1962-12-05,"['Deutsch', 'Italiano', 'Latin']",8.21,699
"['Action', 'Drama', 'Romance', 'Thriller']",[],hi,Tere Naam,,,23.927,['India'],2003-08-15,['हिन्दी'],6.5,71
"['Romance', 'Comedy']","['australia', 'hiking', 'romantic comedy', 'based on play or musical', 'law school', 'shakespeare in modern dress', 'aftercreditsstinger', 'duringcreditsstinger', 'fake dating', 'destination wedding', ""sister's wedding""]",en,Anyone But You,페이크 러브,,240.785,['United States of America'],2023-12-21,['English'],7.054,1604
"['Drama', 'Comedy']","['germany', 'coming of age', 'road movie']",de,Tschick,굿바이 베를린,,25.906,['Germany'],2016-09-15,['Deutsch'],6.684,282
['Comedy'],"['funeral', 'brain tumor', 'necrophilia', 'dark comedy', 'murder', 'lgbt', 'hookup', 'erotic massage', 'gay theme']",en,Down Low,다운 로,,26.354,['United States of America'],2023-03-11,['English'],4.919,31
['Drama'],"['coma', 'court', 'boston, massachusetts', 'redemption', 'alcoholic', 'courtroom', 'defense attorney', 'pinball machine', 'courtroom drama', 'medical malpractice', 'oscar-nominated']",en,The Verdict,폴 뉴먼의 심판,,23.562,['United States of America'],1982-12-08,['English'],7.45,605
"['Romance', 'Comedy']","['new york city', 'sports', 'date', 'boss', 'assistant', 'romantic comedy', 'matchmaking', 'corporate', 'female protagonist', 'lgbt', 'employer employee relationship', 'workplace comedy', 'workplace romance']",en,Set It Up,상사에 대처하는 로맨틱한 자세,,25.181,['United States of America'],2018-06-15,['English'],6.942,2573
"['Western', 'Drama', 'History']","['montana', 'new mexico', 'chief', 'native american', 'native american reservation', 'bigotry', '19th century', 'indigenous peoples', 'new mexico territory']",en,Hostiles,몬태나,15,37.371,['United States of America'],2017-12-22,['English'],6.916,2210
['Comedy'],"['chicago, illinois', 'holiday', 'christmas party', 'co-workers relationship', 'duringcreditsstinger', 'wild party', 'christmas', 'brother sister relationship', 'tech company']",en,Office Christmas Party,오피스 크리스마스 파티,,23.34,['United States of America'],2016-11-25,"['English', 'Pусский']",5.673,1996
"['Animation', 'Comedy', 'Drama']","['australia', 'chocolate', 'approach', 'letter', 'birthmark', 'only child', 'bullying', 'friendship bracelet', 'pen pals', 'atheist', 'loneliness', 'stop motion', 'neighbor', 'phone book', 'adult animation', 'unlikely friendship', 'correspondence', 'eating disorder', ""asperger's syndrome""]",en,Mary and Max,메리와 맥스,12,75.714,['Australia'],2009-02-09,"['English', '']",7.851,1895
"['History', 'Drama', 'Adventure']","['epic', 'roman empire', 'christianity', 'crucifixion', 'bible', 'biography', 'peplum', 'barabbas', '1st century', 'jesus christ', 'roman legion', 'christian film', 'pôncio pilatos', 'judeia', 'pontius pilatus', 'first emperor of rome']",en,Barabbas,바라바,,34.012,"['United States of America', 'Italy']",1961-12-23,['English'],6.857,147
"['Animation', 'Action', 'Fantasy']","['supernatural', 'exorcism', 'paranormal', 'tragedy', 'curse', 'based on manga', 'spirit', 'demon', 'school life', 'shounen', 'anime', 'based on tv series']",ja,劇場版 呪術廻戦 0,극장판 주술회전 0,15,80.999,['Japan'],2021-12-24,['日本語'],8.195,1298
"['Drama', 'Comedy', 'Romance']","['journalist', 'prostitute', 'parent child relationship', 'call girl', 'escort service', 'magazine', 'writer', 'prostitution', 'escort', 'escort girl', 'hooker']",en,The Escort,아메리칸에스코트걸,청소년관람불가,24.27,['United States of America'],2015-11-05,['English'],5.948,398
['Thriller'],"['loft', 'woman director']",nl,Loft,,,21.321,['Netherlands'],2010-12-16,"['Nederlands', 'Polski']",6.201,82
"['Science Fiction', 'Horror']","['gore', 'motorcycle crash', 'fashion designer', 'remake', 'outbreak', 'murder', 'cancer', 'rabies', 'woman director', 'medical experiment']",en,Rabid,라비드,,32.649,['Canada'],2019-12-13,['English'],5.7,214
"['Comedy', 'Animation', 'Family']","['witch', 'wolf', 'little red riding hood', 'sequel', 'goat', 'aftercreditsstinger', 'duringcreditsstinger']",en,Hoodwinked Too! Hood VS. Evil,빨간 모자의 진실 2,ALL,26.105,['United States of America'],2011-04-29,['English'],5.128,525
"['Crime', 'Thriller']","['release from prison', 'shotgun', 'sister', 'automobile', 'revenge', 'murder', 'vigilante', 'drifter', 'death', 'family feud', 'old friend', 'virginia', 'neo-noir', 'vengeance', 'violence']",en,Blue Ruin,블루 루인,,28.53,['United States of America'],2014-04-25,['English'],6.799,1399
"['Action', 'Adventure', 'Thriller']","['natural disaster', 'volcano', 'disaster', 'volcano eruption', 'inter-korean relations', 'emby']",ko,백두산,백두산,12,31.862,['South Korea'],2019-12-19,['한국어/조선말'],6.785,550
"['Drama', 'Fantasy', 'Science Fiction']","['android', 'space colony', 'space opera', 'space adventure', 'spaceship', 'ecological disaster', '2090s']",ko,승리호,,12,37.785,['South Korea'],2021-02-05,"['English', 'العربية', 'Español', '普通话', '한국어/조선말', 'Dansk', 'Français', 'Pусский', '']",7.082,981
"['Horror', 'Adventure', 'Action', 'Thriller']","['dystopia', 'sequel', 'zombie', 'busan, south korea', 'south korea']",ko,반도,,15,36.881,['South Korea'],2020-07-15,"['English', '한국어/조선말']",6.765,2291
"['Animation', 'Family', 'Fantasy', 'Comedy']","['high school', 'ocean', 'boat', 'transformation', 'fisherman', 'mermaid', 'villain', 'coming of age', 'prom', 'female protagonist', 'kraken', 'female villain', 'coastal town', 'fitting in', 'trident', '3d animation', 'teenager', 'animation']",en,"Ruby Gillman, Teenage Kraken",틴에이지 크라켄 루비,All,92.765,['United States of America'],2023-06-28,['English'],7.295,913
"['Animation', 'Action', 'Fantasy']","['martial arts', 'fighting', 'based on video game', 'adult animation', 'extreme blood']",en,Mortal Kombat Legends: Snow Blind,모탈 컴뱃 레전드: 스노우 블라인드,,21.532,['United States of America'],2022-10-09,['English'],7.793,174
"['Comedy', 'Science Fiction', 'Fantasy']",[],ja,リバー、流れないでよ,,,32.38,['Japan'],2023-06-23,['日本語'],7.135,26
"['Horror', 'Science Fiction', 'Thriller']",[],en,Dark Light,,,24.646,['United States of America'],2019-08-25,['English'],5.829,123
"['Action', 'Thriller', 'Crime']",[],en,Night Train,,,38.845,['United States of America'],2023-01-13,['English'],5.914,35
['Drama'],[],ja,天使を誘惑,,,78.204,['Japan'],1979-12-22,['日本語'],5.3,3
"['Drama', 'Romance']","['infidelity', 'airplane', 'bangkok, thailand', 'sexual fantasy', 'sexual arousal', 'promiscuity', 'softcore', 'erotic movie']",fr,Emmanuelle,엠마뉴엘,,39.825,"['France', 'Thailand']",1974-06-25,['Français'],5.98,741
"['Romance', 'Comedy']",[],en,Players,선수의 연애,18,45.209,['United States of America'],2024-02-13,['English'],6.103,220
"['Adventure', 'Fantasy', 'Action', 'Thriller']","['based on novel or book', 'vampire', 'spider', 'wolfman', 'best friend', 'antidote', 'based on young adult novel']",en,Cirque du Freak: The Vampire's Assistant,틴에이지 뱀파이어,,35.986,['United States of America'],2009-10-23,['English'],5.794,1045
"['Drama', 'Romance', 'Fantasy']","['future', 'husband wife relationship', 'based on novel or book', 'time travel', 'time', 'love', 'travel', 'tragic love', 'relationship', 'disorder', 'genetic disorder', 'loving']",en,The Time Traveler's Wife,시간 여행자의 아내,12,28.611,['United States of America'],2009-08-14,['English'],6.923,2394
"['Mystery', 'Drama', 'Romance']","['high school', 'friendship', 'based on novel or book', 'classmate', 'based on young adult novel']",en,Paper Towns,페이퍼 타운,,38.767,['United States of America'],2015-06-18,['English'],6.145,4984
"['Action', 'Adventure', 'Science Fiction']",['superhero'],en,Max Steel,맥스 스틸,,42.598,"['United Kingdom', 'United States of America']",2016-10-14,['English'],5.578,749
"['Action', 'Comedy', 'Crime']","['police', 'police corruption', 'los angeles, california', 'buddy cop']",en,CHiPS,기동순찰대,,38.216,['United States of America'],2017-03-23,"['Español', 'English']",6.116,1238
"['Action', 'Adventure', 'Western']","['escape', 'texas', 'texas ranger', 'horse', 'native american', 'partner', 'outlaw', 'lawyer', 'train', 'lone ranger', 'comanche', 'tonto']",en,The Lone Ranger,론 레인저,15,22.246,['United States of America'],2013-07-03,['English'],6.093,5687
"['War', 'History', 'Drama', 'Adventure']","['world war i', 'horse', 'farm life', 'execution', 'trapped', 'alcoholic', 'cavalry', 'plowing', 'artillery']",en,War Horse,워 호스,12,36.356,"['India', 'United States of America']",2011-12-25,['English'],7.308,3303
['Horror'],"['haunted house', 'young boy', 'allergy', 'supernatural phenomena']",en,Eli,일라이,청소년 관람불가,26.96,['United States of America'],2019-10-18,['English'],6.009,1359
"['Comedy', 'Drama']",[],de,Der Pfau,,,42.436,['Germany'],2023-03-09,"['Deutsch', 'English']",4.538,13
"['Crime', 'Action', 'Thriller']","['police', 'gangster', 'based on true story', 'serial killer', 'gang']",ko,악인전,,18,141.062,['South Korea'],2019-05-15,['한국어/조선말'],7.792,1024
"['Animation', 'Family', 'Comedy']","['baby', 'american football', 'alligator', 'cloud', 'eel', 'bone', 'dog', 'stork', 'thunder', 'porcupine', 'child', 'short film']",en,Partly Cloudy,구름 조금,,23.531,['United States of America'],2009-05-28,['English'],7.785,995
"['Thriller', 'Drama', 'Science Fiction']","['superhero', 'villain', 'sequel', 'psychiatric hospital', 'comic book shop', 'super power', 'mental illness', 'macabre', 'multiple personality', 'mysterious', 'dissociative identity disorder', 'surveillance specialist', 'complicated', 'ominous']",en,Glass,글래스,15,58.014,['United States of America'],2019-01-16,"['English', 'Español']",6.677,8194
['Drama'],"['venezuela', 'hustler', 'caracas', 'murder', 'male prostitution', 'gay theme', 'lgbt interest']",es,Desde allá,먼 곳으로부터,,20.382,"['Venezuela', 'Mexico']",2016-01-21,['Español'],6.068,117
['Drama'],"['venezuela', 'exodus', 'crisis', 'power politics', 'injustice']",en,Simón,,,25.044,"['United States of America', 'Venezuela']",2023-04-15,"['English', 'Español']",8.328,134
['Comedy'],"['graduation', 'summer']",en,Good Kids,굿 키즈,,28.909,['United States of America'],2016-07-29,['English'],6.3,297
['Comedy'],[],en,Scrambled,,,162.125,['United States of America'],2024-02-02,"['Español', 'English', 'Português']",5.083,18
